Názov zastávky;Kód zastávky;Správca zastávky;Long;Lat
Vysoké Tatry,Vyšné Hágy,LÚ;20561;Vysoké Tatry;20.125445;49.117188
Vysoké Tatry,Vyšné Hágy,rázc.k LÚ;8900;Vysoké Tatry;20.12522;49.11727
Vyšná Boca,,chata Barbora;1293;Vyšná Boca;19.752918;48.930193
Vyšná Boca,,chata Barbora;1293;Vyšná Boca;19.752918;48.930193
Vyšná Jablonka,,č.d.65;16075;Vyšná Jablonka;22.099893;49.159217
Vyšná Jablonka,,č.d.65;16075;Vyšná Jablonka;22.099592;49.159559
Vyšná Jablonka,,Jednota;16074;Vyšná Jablonka;22.101414;49.153296
Vyšná Jablonka,,Jednota;16074;Vyšná Jablonka;22.101398;49.153362
Vyšná Jablonka,,Jednota;16074;Vyšná Jablonka;22.101414;49.153296
Vyšná Jablonka,,Jednota;16074;Vyšná Jablonka;22.101398;49.153362
Vyšná Jablonka,,otoč.;16076;Vyšná Jablonka;22.100029;49.165823
Vyšná Jablonka,,otoč.;16076;Vyšná Jablonka;22.10111;49.168005
Vyšná Jedľová;17886;Vyšná Jedľová;21.544;49.345511
Vyšná Jedľová, PD;17887;Vyšná Jedľová;21.538629;49.35055
Vyšná Šebastová,Severná;16751;Vyšná Šebastová;21.3367447043257;49.0241686343272
Vyšná Šebastová,Severná;16751;Vyšná Šebastová;21.336849;49.024189
Vyšná Šebastová,Severná,cint.;20457;Vyšná Šebastová;21.332682;49.024853
Vyšná Šebastová,Severná,cint.;20457;Vyšná Šebastová;21.335065;49.024624
Vyšná Šebastová,Severná,most;16750;Vyšná Šebastová;21.3288073520871;49.023087265957
Vyšná Šebastová,Severná,most;16750;Vyšná Šebastová;21.3286945562635;49.023060092476
Vyšné Ladičkovce,,č.d.64;16065;Vyšné Ladičkovce;21.894218;49.032244
Vyšné Ladičkovce,,č.d.64;16065;Vyšné Ladičkovce;21.893594;49.032563
Vyšné Ladičkovce,,garáž;16066;Vyšné Ladičkovce;21.889864;49.035668
Vyšné Ladičkovce,,garáž;16066;Vyšné Ladičkovce;21.890154;49.036635
Vyšné Nemecké, št.hr.;16067;Vyšné Nemecké;22.26454;48.65813
Vyšné Nemecké,,št. hr. CLO;18151;Vyšné Nemecké;22.264703;48.657073
Vyšné Repaše,Jednota;17168;Vyšné Repaše;20.68393;49.06661
Vyšné Ružbachy,,obec;1168;Vyšné Ružbachy;20.56377;49.30333
Vyšné Ružbachy,,obec;1168;Vyšné Ružbachy;20.567399;49.303286
Vyšné Ružbachy,Ružbachy-kúpele;8901;Vyšné Ružbachy;20.56051;49.30393
Vyšné Ružbachy,Ružbachy-kúpele;8901;Vyšné Ružbachy;20.560839;49.304115
Vyšné Ružbachy,Ružbachy-kúpele;8901;Vyšné Ružbachy;20.562882;49.305528
Vyšný Hrabovec;16069;Vyšný Hrabovec;21.687232;49.089021
Vyšný Hrabovec,,rázc.;16068;Vyšný Hrabovec;21.677537;49.073663
Vyšný Hrabovec,,rázc.;16068;Vyšný Hrabovec;21.677312;49.073711
Vyšný Hrušov,,pošta;16070;Vyšný Hrušov;22.010104;48.991855
Vyšný Hrušov,,pošta;16070;Vyšný Hrušov;22.009686;48.99162
Vyšný Hrušov,,ZŠ;16071;Vyšný Hrušov;22.013313;48.99489
Vyšný Hrušov,,ZŠ;16071;Vyšný Hrušov;22.012979;48.99479
Vyšný Hrušov,Maškovská č.d.55;16072;Vyšný Hrušov;22.011091;48.993179
Vyšný Hrušov,Maškovská č.d.55;16072;Vyšný Hrušov;22.011403;48.993028
Vyšný Slavkov,,OcÚ;17124;Vyšný Slavkov;20.854561;49.071369
Vyšný Slavkov,,OcÚ;17124;Vyšný Slavkov;20.854561;49.071369
Vyšný Slavkov,,rázc. ;17123;Vyšný Slavkov;20.84617;49.082809
Vyšný Slavkov,,rázc. ;17123;Vyšný Slavkov;20.84617;49.082809
Vyšný Slavkov,OcÚ;17124;Vyšný Slavkov;20.85428;49.0713
Vyšný Slavkov,rázc.;17123;Vyšný Slavkov;20.84615;49.08275
Vyšný Žipov, Jednota;16397;Vyšný Žipov;21.58764;48.98584
Vyšný Žipov, Jednota;16397;Vyšný Žipov;21.58764;48.98584
Vyšný Žipov,,rázc.;8902;Vyšný Žipov;21.578;48.9815
Vyšný Žipov,,rázc.;8902;Vyšný Žipov;21.578;48.9815
Záhorce;6009;Záhorce;19.33945;48.112354
Zálesie,,Jednota;20563;Zálesie;20.3827123771806;49.329510972545
Zálesie,č.d.29;20562;Zálesie;20.3920250068803;49.3181265723212
Zalužice,KD;855;Zalužice;21.994376;48.761241
Zalužice,KD;855;Zalužice;21.994376;48.761241
Závada,,PD;16115;Závada;21.790965;49.168356
Závada,,PD;16115;Závada;21.790416;49.16892
Závadka,,č.d.69;20416;Závadka;20.619022;48.866112
Závadka,,č.d.69;20416;Závadka;20.619022;48.866112
Závadka,č.d.38;857;Závadka;22.06021;48.76605
Závadka,č.d.38;857;Závadka;22.06021;48.76605
Závadka,č.d.9;20419;Závadka;21.845889;48.9277
Závadka,č.d.9;20419;Závadka;21.846823;48.927718
Zboj,,č.d.26;20422;Zboj;22.476079;49.025206
Zboj,,č.d.26;20422;Zboj;22.47647;49.025584
Zboj,,hájenka č.d.160;20424;Zboj;22.483927;49.029098
Zboj,,hájenka č.d.160;20424;Zboj;22.488916;49.031157
Zboj,,Jednota;20423;Zboj;22.481052;49.028282
Zboj,,Jednota;20423;Zboj;22.481002;49.028317
Zemplín.Hámre,č.d.18;16106;Zemplín.Hámre;22.143341;48.957577
Zemplín.Hámre,č.d.18;16106;Zemplín.Hámre;22.143362;48.957653
Zemplín.Hámre,č.d.2;16105;Zemplín.Hámre;22.139521;48.960324
Zemplín.Hámre,č.d.2;16105;Zemplín.Hámre;22.13948;48.960381
Zemplín.Hámre,č.d.68;16107;Zemplín.Hámre;22.147611;48.953927
Zemplín.Hámre,č.d.68;16107;Zemplín.Hámre;22.147578;48.953954
Zemplín.Hámre,kameňolom;16110;Zemplín.Hámre;22.15819;48.939531
Zemplín.Hámre,kameňolom;16110;Zemplín.Hámre;22.158029;48.939671
Zemplín.Hámre,kopec;16109;Zemplín.Hámre;22.158992;48.943179
Zemplín.Hámre,kopec;16109;Zemplín.Hámre;22.159045;48.943293
Zemplín.Hámre,OcÚ;16108;Zemplín.Hámre;22.154238;48.949837
Zemplín.Hámre,OcÚ;16108;Zemplín.Hámre;22.154669;48.949729
Zlatá Baňa,,Čierny les;16745;Zlatá Baňa;21.428853;48.944485
Zlatá Baňa,,Čierny les;16745;Zlatá Baňa;21.428989;48.944271
Zlatá Baňa,,Dujava;16744;Zlatá Baňa;21.4239235251642;48.9473620364404
Zlatá Baňa,,Dujava;16744;Zlatá Baňa;21.4239597320557;48.9472198486328
Zlatá Baňa,,polesie;16719;Zlatá Baňa;21.40835;48.952351
Zlatá Baňa,,polesie;16719;Zlatá Baňa;21.409081;48.952129
Zlatá Baňa,OcÚ;16743;Zlatá Baňa;21.417546;48.950783
Zlatá Baňa,OcÚ;16743;Zlatá Baňa;21.41755;48.9508
Zlatá Baňa,Sigord,Cent.pre rodinu;16718;Zlatá Baňa;21.39163;48.95541
Zlatá Baňa,Sigord,Cent.pre rodinu;16718;Zlatá Baňa;21.391874;48.955498
Zlaté Moravce,,AS;8956;Zlaté Moravce;18.402555;48.396505
Zlaté Moravce,,AS;8956;Zlaté Moravce;18.402555;48.396505
Zlatník,,rázc.;16111;Zlatník;21.58017;48.968584
Zlatník,,rázc.;16111;Zlatník;21.5802;48.968538
Zubné,,č.d.112;16114;Zubné;22.070435;49.047531
Zubné,,č.d.112;16114;Zubné;22.070295;49.047657
Zubné,,č.d.3;16112;Zubné;22.056546;49.04279
Zubné,,č.d.3;16112;Zubné;22.05636;49.042767
Zubné,,Jednota;16113;Zubné;22.063049;49.045893
Zubné,,Jednota;16113;Zubné;22.063086;49.045772
Žakovce,,Tatranská č.d.107;17567;Žakovce;20.3937;49.08315
Žakovce,OcÚ;17566;Žakovce;20.39906;49.08358
Žakovce,ŠM;17565;Žakovce;20.40139;49.08742
Žarnovica,,motel Sitno;5536;Žarnovica;18.70736;48.487642
Žarnovica,,motel Sitno;5536;Žarnovica;18.70736;48.487642
Ždiar,,Strednica lyžiar.vlek;17663;Ždiar;20.22895;49.27386
Ždiar,Bachledova dol.č.12;17655;Ždiar;20.306474;49.273161
Ždiar,Bachledova dol.č.27;17656;Ždiar;20.303595;49.27735
Ždiar,Bachledova dol.rázc.;17654;Ždiar;20.2995;49.263664
Ždiar,dolná škola;17657;Ždiar;20.29179;49.26646
Ždiar,galéria;17658;Ždiar;20.28394;49.26778
Ždiar,píla;17659;Ždiar;20.27616;49.27106
Ždiar,Príslop;17787;Ždiar;20.21243;49.27965
Ždiar,rázc.;17662;Ždiar;20.2449;49.27341
Ždiar,Tatra;8919;Ždiar;20.266668;49.26952
Žehra,Hodkovce;18798;Žehra;20.78204;48.98958
Žehra,Hodkovce,rázc.;18831;Žehra;20.79418;48.98721
Želovce;6056;Želovce;19.355326;48.12449
Želovce;6056;Želovce;19.355326;48.12449
